loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_term_months,outstanding_balance,payment_status,risk_level
L002898,C05909,BR001,Personal,180896610.66,15.38,2024-11-24,48,93772272.72,Current,Low
L002899,C03043,BR023,Personal,83940689.37,16.33,2023-06-14,24,16248398.43,Current,Low
L002900,C06984,BR047,Mortgage,1006470970.11,6.47,2023-06-15,180,613911010.86,Late,High
L002901,C06426,BR040,Personal,287119615.2,12.63,2026-03-10,24,73756742.93,Current,Low
L002902,C04529,BR016,Auto,245489195.52,7.92,2022-02-09,48,148219984.24,Current,Low
L002903,C01425,BR032,Business,255227759.19,14.51,2026-05-02,60,38957505.8,Current,Low
L002904,C05053,BR022,Auto,160851814.71,9.44,2022-03-27,48,129646270.62,Late,Medium
L002905,C06132,BR016,Personal,186093938.85,10.62,2026-08-01,12,78630215.89,Current,Low
L002906,C04117,BR031,Auto,153620432.72,10.88,2024-06-30,72,25368108.71,Current,Low
L002907,C05915,BR014,Mortgage,1162907694.15,5.64,2022-05-22,240,599170468.88,Late,Medium
L002908,C03431,BR038,Mortgage,3579486197.87,8.77,2026-07-05,120,2118337236.9,Late,High
L002909,C06844,BR003,Mortgage,1227183596.97,5.59,2026-05-08,300,413399743.91,Current,High
L002910,C09530,BR035,Mortgage,677244422.66,8.21,2020-05-10,120,523834484.81,Current,High
L002911,C03430,BR029,Personal,279200550.44,10.3,2021-07-15,60,189533055.64,Late,Medium
L002912,C01313,BR011,Mortgage,353244347.0,6.59,2025-03-08,120,83351103.38,Current,Medium
L002913,C02606,BR030,Auto,87614510.89,8.63,2025-05-31,72,58868829.54,Default,Medium
L002914,C00236,BR028,Auto,66303992.72,7.13,2022-08-31,60,32216903.1,Current,Low
L002915,C09988,BR029,Personal,156047806.62,12.18,2025-05-09,60,49416820.11,Current,Low
L002916,C06621,BR034,Mortgage,308355168.92,7.2,2025-06-15,300,199789965.84,Late,High
L002917,C03930,BR011,Personal,106739302.79,15.73,2020-11-17,60,46038064.54,Current,Low
L002918,C02526,BR012,Mortgage,862834836.78,6.22,2025-02-01,240,158802747.28,Current,High
L002919,C09069,BR050,Business,1624834760.81,13.84,2026-04-14,36,405112933.92,Current,Medium
L002920,C02634,BR040,Business,504844526.98,10.89,2026-07-23,12,130391470.67,Current,Low
L002921,C07685,BR027,Personal,65599289.8,16.37,2025-04-19,48,46292924.47,Current,Medium
L002922,C01553,BR024,Personal,176989254.48,14.43,2020-10-21,48,76242957.45,Current,Low
L002923,C04016,BR006,Business,1004170935.82,12.95,2020-01-19,84,726545738.57,Current,Medium
L002924,C08904,BR002,Mortgage,299620280.8,10.08,2022-03-11,300,61952144.06,Current,Low
L002925,C02744,BR031,Auto,100685927.35,7.68,2026-07-18,36,33088003.58,Current,Low
L002926,C03327,BR039,Auto,274711868.58,11.65,2026-05-04,60,159572519.66,Current,Low
L002927,C06805,BR029,Mortgage,757635529.17,8.32,2026-02-10,300,200542723.27,Current,Low
L002928,C07065,BR019,Mortgage,299553127.2,7.87,2023-06-04,300,163816797.51,Current,Medium
L002929,C05592,BR032,Personal,256435966.16,13.72,2026-07-20,36,172625074.76,Current,Low
L002930,C01238,BR004,Auto,747851440.18,9.1,2024-12-31,60,283524340.61,Current,Low
L002931,C01221,BR031,Personal,878118659.26,11.31,2023-02-14,12,144218069.15,Current,Low
L002932,C02356,BR028,Business,518395584.16,10.15,2022-04-16,60,345258679.21,Current,Low
L002933,C07463,BR013,Mortgage,606048021.78,6.63,2026-06-18,240,338621508.41,Current,High
L002934,C01153,BR011,Business,1494142284.98,14.05,2023-07-17,36,530024298.69,Current,High
L002935,C08852,BR040,Personal,108529012.33,15.31,2026-05-20,60,47888672.25,Current,Low
L002936,C06962,BR026,Business,1203682783.31,13.56,2026-04-22,36,917752271.52,Default,High
L002937,C03627,BR045,Personal,247661027.48,13.08,2023-10-22,48,192459106.46,Current,Low
L002938,C05969,BR024,Mortgage,287519488.28,6.9,2025-05-31,180,192217394.65,Current,Low
L002939,C08855,BR027,Personal,105743730.2,11.79,2021-10-07,24,65137642.96,Current,Low
L002940,C05790,BR007,Business,423644348.94,10.69,2022-09-22,84,326421756.15,Current,Medium
L002941,C07419,BR004,Mortgage,5186766605.32,7.48,2026-05-28,240,3969647149.73,Current,High
L002942,C07648,BR018,Auto,121682109.46,8.44,2024-09-04,36,31013596.55,Current,Medium
L002943,C06772,BR028,Personal,850163696.57,15.0,2025-08-23,48,400754821.49,Current,Low
L002944,C07850,BR039,Business,427061665.56,8.64,2025-10-19,60,243196815.92,Current,Medium
L002945,C07255,BR048,Personal,68931620.59,13.5,2025-10-03,24,16562401.39,Current,Low
L002946,C01520,BR043,Business,518477547.15,14.98,2026-04-09,12,277682602.96,Late,Medium
L002947,C00940,BR030,Business,1901705591.8,10.9,2024-12-19,36,1416132969.22,Current,Medium
L002948,C07943,BR037,Mortgage,2725658147.04,6.97,2026-08-05,240,1201383596.25,Current,Low
L002949,C02404,BR047,Personal,421481578.82,11.17,2026-06-30,48,326877944.87,Current,Medium
L002950,C05763,BR033,Auto,293577938.44,10.75,2024-07-31,48,188438215.1,Late,High
L002951,C09664,BR040,Auto,153028095.93,10.47,2026-07-31,36,32669303.31,Current,Low
L002952,C00222,BR023,Auto,182290071.73,11.99,2022-12-12,36,61542919.56,Current,Low
L002953,C03146,BR034,Mortgage,3196251969.03,6.88,2023-04-25,120,1571222250.02,Current,High
L002954,C07297,BR008,Mortgage,340027555.97,8.86,2026-03-21,120,319136335.33,Default,Medium
L002955,C07986,BR007,Business,2080116337.26,9.35,2024-09-07,24,1775743717.19,Default,Low
L002956,C08911,BR009,Mortgage,3224655181.57,10.48,2023-07-20,120,835792201.19,Current,Medium
L002957,C01672,BR024,Personal,306910960.6,12.8,2025-01-20,36,200457048.57,Current,Low
L002958,C04472,BR012,Personal,143632857.68,10.97,2024-10-21,12,79556269.93,Late,Medium
L002959,C00706,BR038,Auto,655974588.61,9.15,2026-04-14,36,179186708.36,Current,Low
L002960,C08784,BR041,Mortgage,609652660.05,5.69,2025-11-27,300,283854390.58,Late,High
L002961,C04835,BR016,Auto,661905926.98,10.43,2024-12-22,72,433152814.86,Current,Low
L002962,C08014,BR041,Personal,94623260.53,15.42,2026-06-20,36,64186504.2,Current,High
L002963,C07706,BR003,Personal,42787299.61,12.02,2023-09-30,36,15614033.24,Current,Low
L002964,C03345,BR005,Personal,100050035.79,10.61,2026-06-18,36,41528898.4,Late,Medium
L002965,C09602,BR025,Personal,113719494.89,11.82,2026-07-02,12,46491600.74,Current,Low
L002966,C07011,BR037,Auto,388067460.61,10.19,2023-04-27,60,53271192.89,Current,Low
L002967,C04902,BR028,Auto,199082812.62,8.28,2026-07-24,36,158278555.02,Current,Low
L002968,C02266,BR028,Business,678407364.15,14.62,2023-08-17,12,316044161.41,Late,High
L002969,C05039,BR047,Mortgage,514289171.48,10.44,2025-11-07,120,487293271.44,Default,High
L002970,C05509,BR004,Mortgage,226149023.21,6.84,2026-02-19,180,123163145.18,Current,High
L002971,C00811,BR028,Personal,403344922.56,10.19,2025-06-12,60,218734119.6,Current,Low
L002972,C07431,BR020,Mortgage,418194961.24,5.7,2026-03-29,300,173860987.46,Current,Medium
L002973,C05791,BR007,Auto,124853006.46,8.87,2023-09-27,48,58711979.67,Late,Medium
L002974,C08249,BR020,Business,740336970.13,8.55,2025-06-15,12,218136674.68,Current,Low
L002975,C00409,BR036,Auto,211182325.56,8.61,2025-11-10,72,25863854.11,Current,Low
L002976,C05502,BR044,Business,757667197.45,10.27,2025-01-19,84,317353947.18,Current,Low
L002977,C02879,BR025,Personal,118469260.14,15.98,2024-10-13,48,59565542.81,Current,Low
L002978,C08928,BR023,Personal,140426849.82,12.93,2023-12-07,12,54594009.77,Current,Low
L002979,C02037,BR041,Mortgage,489516330.98,8.73,2023-08-15,300,326200047.26,Current,Medium
L002980,C08388,BR019,Business,272403453.22,14.68,2025-12-01,84,76105153.44,Current,Low
L002981,C04985,BR021,Business,169819040.19,13.19,2024-07-28,12,110403236.1,Current,Low
L002982,C06831,BR009,Auto,440819554.52,10.84,2026-08-26,60,89999931.24,Current,Low
L002983,C01434,BR024,Business,413938056.11,8.86,2025-06-07,12,323819881.01,Current,High
L002984,C06666,BR009,Auto,118687858.67,12.44,2026-07-20,48,66430430.37,Current,Low
L002985,C05979,BR042,Personal,151828624.29,10.66,2022-12-22,48,21489397.88,Current,High
L002986,C05230,BR043,Mortgage,2604975185.6,5.63,2026-03-07,300,1332114389.77,Late,Medium
L002987,C03726,BR050,Personal,403370041.09,13.11,2021-05-20,60,317551660.7,Late,High
L002988,C09697,BR047,Personal,2892748249.02,16.81,2025-06-07,24,1269608054.79,Current,Low
L002989,C03724,BR033,Mortgage,500534259.99,10.29,2024-10-26,120,272239096.48,Current,Medium
L002990,C06856,BR002,Personal,69236247.15,15.87,2026-07-07,12,47583151.72,Current,Low
L002991,C07597,BR012,Auto,519559801.32,9.65,2020-03-14,72,238700073.17,Current,Low
L002992,C07446,BR047,Mortgage,999636828.0,6.75,2023-08-16,300,525787064.64,Late,Medium
L002993,C00321,BR014,Personal,313819241.06,15.76,2026-04-01,60,226337079.21,Current,High
L002994,C08577,BR028,Personal,632640344.07,16.54,2025-12-01,60,344525325.05,Current,Medium
L002995,C00725,BR006,Personal,171557224.24,15.11,2023-08-10,36,84784949.39,Late,Medium
L002996,C06794,BR044,Personal,48153264.49,13.58,2026-04-20,12,5830275.88,Current,Low
L002997,C02876,BR015,Business,198568789.84,14.72,2026-04-09,60,56550565.46,Current,Low
L002998,C07535,BR036,Personal,62504675.93,12.59,2022-01-19,48,46075160.28,Current,Low
L002999,C03378,BR021,Mortgage,192516805.08,7.42,2023-02-23,240,90442439.02,Current,Medium
L003000,C08363,BR011,Personal,71827614.24,12.53,2024-11-01,60,43217346.83,Current,Medium
L003001,C01554,BR022,Personal,456535562.88,11.37,2022-10-04,36,225888998.52,Current,Medium
L003002,C07734,BR048,Business,506248972.07,14.37,2024-07-31,60,457955877.94,Default,High
L003003,C02766,BR032,Mortgage,383755088.41,10.31,2026-06-06,300,149404280.66,Current,Low
L003004,C01012,BR014,Personal,126239226.07,10.16,2025-05-08,12,97853224.72,Current,Low
L003005,C08536,BR049,Personal,29941775.76,16.9,2022-05-19,48,12359853.27,Current,Low
L003006,C07646,BR031,Mortgage,1170896895.64,5.59,2021-01-28,180,929670789.65,Default,Medium
L003007,C08012,BR005,Auto,77903550.76,8.21,2023-12-03,60,7844340.92,Current,Low
L003008,C09956,BR001,Business,251433200.22,9.33,2024-05-07,84,37819843.63,Current,High
L003009,C03067,BR003,Personal,181160194.62,14.71,2025-10-29,12,53360459.08,Current,Low
L003010,C05290,BR002,Mortgage,756073186.06,6.7,2026-03-08,300,539100708.57,Current,Medium
L003011,C09559,BR050,Business,472822641.86,8.77,2026-06-09,36,294958811.52,Current,High
L003012,C00990,BR048,Auto,282577113.94,9.57,2025-05-18,48,123575205.98,Current,Low
L003013,C04487,BR013,Mortgage,1211371484.57,6.84,2026-05-29,240,853366393.07,Late,High
L003014,C07560,BR038,Auto,459099138.1,11.97,2026-04-01,72,60671654.31,Current,Medium
L003015,C05054,BR036,Auto,545488292.08,10.95,2023-03-29,72,427774735.31,Current,Low
L003016,C05807,BR040,Auto,429451946.72,7.78,2025-09-15,60,53470308.87,Current,Low
L003017,C03890,BR048,Auto,129092807.74,7.9,2022-01-09,36,52517957.19,Current,Low
L003018,C07033,BR019,Personal,564439787.56,16.82,2023-10-04,12,432729229.93,Current,Low
L003019,C04479,BR033,Mortgage,630018372.83,8.16,2022-10-20,300,396594425.13,Current,High
L003020,C04584,BR014,Mortgage,419438391.85,9.68,2023-11-02,300,244934686.67,Late,High
L003021,C07082,BR024,Personal,223751654.87,14.97,2026-08-23,48,136811668.2,Current,Low
L003022,C07746,BR049,Personal,193770292.03,14.62,2024-01-31,60,151652559.79,Current,Medium
L003023,C08981,BR045,Mortgage,1688246889.42,5.87,2026-06-25,180,1160111494.81,Current,High
L003024,C06927,BR042,Mortgage,458296945.85,7.74,2025-03-23,180,92290084.7,Current,Medium
L003025,C02819,BR034,Auto,1210084404.56,9.9,2024-06-12,60,771136515.42,Current,Medium
L003026,C00324,BR047,Auto,142177856.04,9.48,2021-08-24,48,70610744.86,Current,Medium
L003027,C02369,BR044,Personal,190466283.17,15.77,2026-06-03,24,58513156.37,Current,Low
L003028,C06052,BR044,Personal,259735355.16,17.63,2023-04-26,36,74639803.85,Current,Medium
L003029,C06088,BR022,Auto,715792381.37,8.75,2026-06-21,36,554464377.22,Late,High
L003030,C03517,BR048,Mortgage,449486503.43,8.97,2026-06-16,180,145216286.83,Current,High
L003031,C03844,BR035,Auto,2679772931.12,10.26,2025-11-20,36,1889968181.45,Current,Medium
L003032,C04481,BR048,Mortgage,311501188.5,6.2,2024-05-20,240,35170029.68,Current,Low
L003033,C07358,BR041,Personal,246442899.76,13.92,2022-12-28,12,181265852.26,Current,Low
L003034,C04979,BR021,Business,218280347.52,12.67,2023-04-01,84,122339603.14,Late,Medium
L003035,C05297,BR025,Auto,2442644716.4,9.17,2026-07-14,60,1653129666.88,Current,Medium
L003036,C06837,BR023,Mortgage,390630536.55,6.72,2025-10-18,120,118064885.12,Current,High
L003037,C05792,BR004,Mortgage,714152961.69,7.98,2022-11-04,240,364046116.69,Current,High
L003038,C09022,BR038,Mortgage,2018225807.1,5.75,2026-03-24,120,1337655785.21,Current,Low
L003039,C04230,BR038,Mortgage,1283608892.97,7.73,2025-07-07,120,509974567.36,Current,High
L003040,C08451,BR026,Mortgage,778772890.13,8.11,2023-11-19,120,357476803.77,Current,Medium
L003041,C06337,BR015,Mortgage,311376434.87,5.69,2022-06-24,300,177871572.64,Current,Low
L003042,C00662,BR009,Business,345596774.51,11.37,2022-11-24,24,216126907.21,Current,Low
L003043,C01178,BR018,Personal,104496472.57,12.57,2025-10-03,36,18746274.45,Current,Low
L003044,C08990,BR038,Personal,79723642.35,16.06,2024-06-24,60,28380607.43,Current,Medium
L003045,C05769,BR033,Personal,137055949.02,14.11,2024-12-11,24,52846358.15,Current,Low
L003046,C09747,BR046,Mortgage,793811192.3,5.73,2024-03-20,180,418428404.63,Current,High
L003047,C00216,BR038,Mortgage,321718082.22,8.14,2022-11-14,240,142265846.7,Current,Medium
L003048,C03324,BR048,Personal,112737006.91,12.46,2022-08-07,24,59033406.43,Current,Low
L003049,C00407,BR042,Auto,173469354.04,8.55,2025-11-13,60,122893397.46,Current,Medium
L003050,C05821,BR046,Mortgage,1569514336.39,6.83,2023-10-24,180,930311041.44,Current,Medium
L003051,C07001,BR028,Auto,325249200.71,11.13,2026-04-08,72,212032662.5,Current,Low
L003052,C08237,BR028,Personal,319252042.86,17.7,2024-02-19,24,179150569.91,Current,Low
L003053,C02094,BR009,Mortgage,329991114.2,7.38,2024-05-20,240,120253822.92,Current,Medium
L003054,C00525,BR019,Business,1038361902.05,13.76,2026-08-18,24,205531154.49,Current,High
L003055,C08253,BR033,Personal,316657870.08,15.16,2026-07-29,12,74295119.37,Current,Medium
L003056,C06390,BR032,Mortgage,741025890.27,10.26,2025-08-22,180,490955927.76,Late,High
L003057,C02505,BR033,Auto,791409231.28,9.91,2025-06-09,72,270394816.0,Current,Low
L003058,C06373,BR016,Auto,106370421.96,8.42,2024-11-28,60,70250251.7,Current,Low
L003059,C05925,BR046,Auto,193042231.66,8.33,2025-07-06,72,150589762.02,Current,Low
L003060,C02239,BR006,Personal,2163793329.41,10.66,2026-08-02,60,423948083.92,Current,Low
L003061,C03982,BR048,Mortgage,869361556.15,8.16,2026-07-25,240,581101508.19,Default,High
L003062,C04931,BR038,Mortgage,448250416.9,5.63,2023-07-13,240,58126172.55,Current,Medium
L003063,C02519,BR037,Auto,215806341.77,8.88,2023-06-15,48,180804083.61,Late,Medium
L003064,C09165,BR005,Personal,48071390.77,10.89,2023-05-15,36,28312375.01,Late,High
L003065,C08435,BR041,Mortgage,1868158014.12,7.56,2025-10-29,120,1308673223.06,Current,Medium
L003066,C04312,BR032,Auto,216975332.38,10.05,2025-04-26,72,70818547.67,Current,Low
L003067,C03963,BR041,Mortgage,788504796.31,9.98,2022-05-03,240,626788509.56,Current,High
L003068,C06126,BR022,Business,1052614081.12,10.06,2026-06-18,24,599005823.12,Late,Low
L003069,C01961,BR027,Mortgage,756648274.89,8.09,2021-10-07,120,321619807.28,Current,High
L003070,C06509,BR049,Mortgage,882730928.16,6.03,2026-06-30,120,545709855.13,Current,Low
L003071,C09694,BR042,Mortgage,571325283.61,9.92,2025-07-20,180,433360575.4,Current,High
L003072,C02977,BR037,Personal,195333388.39,17.27,2026-06-30,12,20839528.54,Current,Low
L003073,C05390,BR036,Personal,201589077.5,12.26,2025-12-16,24,151546028.99,Current,Low
L003074,C04400,BR013,Mortgage,1083158421.84,8.19,2025-12-08,120,711726696.85,Current,High
L003075,C00969,BR007,Business,451910297.17,13.69,2023-05-19,84,297138833.69,Current,High
L003076,C08444,BR038,Personal,84321687.02,16.43,2024-03-03,60,27249145.62,Current,Medium
L003077,C01104,BR026,Auto,264397899.62,7.9,2026-07-30,36,138023484.06,Current,Low
L003078,C02849,BR027,Personal,67251613.22,10.54,2020-04-01,36,41795357.15,Current,Low
L003079,C05267,BR018,Mortgage,1128690812.54,8.0,2022-12-20,300,892641869.31,Current,Low
L003080,C06553,BR025,Auto,41890188.34,9.41,2024-04-23,72,21277905.05,Late,Low
L003081,C07403,BR028,Personal,137030752.9,10.56,2025-05-02,60,15269141.79,Current,High
L003082,C08848,BR049,Personal,24520705.82,12.54,2026-08-19,12,7530940.36,Current,Low
L003083,C07120,BR007,Business,2129430313.6,12.57,2025-10-17,84,1398232371.31,Late,High
L003084,C03975,BR038,Personal,478747665.06,15.98,2023-09-19,48,82192670.56,Current,Low
L003085,C09446,BR050,Mortgage,404107194.86,5.79,2022-11-25,180,238052414.79,Current,Low
L003086,C07220,BR047,Auto,107730066.57,11.92,2025-05-13,60,83799668.55,Late,Medium
L003087,C03892,BR029,Auto,419463096.49,10.38,2026-08-26,36,280000422.11,Current,Low
L003088,C08748,BR032,Business,479316551.64,10.72,2023-06-21,84,253308373.68,Late,Medium
L003089,C03028,BR013,Business,1158595361.79,12.02,2021-09-02,84,906307117.15,Current,Medium
L003090,C01119,BR038,Personal,89640924.58,17.13,2023-12-25,12,49244137.05,Current,Low
L003091,C04682,BR002,Mortgage,771772427.94,8.37,2025-02-04,180,381156331.66,Current,Medium
L003092,C04428,BR033,Business,448817322.28,11.07,2024-10-06,36,232192434.57,Current,Low
L003093,C06675,BR009,Business,324889175.3,14.53,2026-01-20,60,157408624.65,Current,Medium
L003094,C08758,BR019,Personal,91323930.79,16.25,2026-07-04,12,71455251.08,Late,High
L003095,C00356,BR004,Business,1494314602.96,11.35,2026-08-29,60,1047669917.7,Late,High
L003096,C06013,BR023,Mortgage,847995991.46,10.31,2026-03-23,300,707444120.57,Default,Medium
L003097,C01881,BR047,Personal,94046740.85,14.69,2022-04-22,48,55493023.19,Current,Medium
L003098,C05034,BR029,Mortgage,724640987.05,6.74,2025-05-17,300,360933385.98,Current,Low
L003099,C09925,BR040,Business,423633046.41,9.86,2023-03-25,60,295596463.07,Default,High
L003100,C07781,BR036,Personal,73517757.44,14.03,2025-06-08,60,22451591.05,Current,Low
L003101,C09546,BR032,Auto,136509688.77,10.38,2024-09-25,72,110694057.51,Late,High
L003102,C04865,BR032,Personal,325879757.23,10.58,2024-11-29,48,204048493.77,Current,Low
L003103,C03571,BR037,Mortgage,1989225070.84,7.0,2024-07-01,240,897817667.18,Current,Low
L003104,C06147,BR033,Mortgage,1265586303.34,7.73,2024-11-18,240,273370245.62,Current,Medium
L003105,C09991,BR038,Auto,273561690.77,12.34,2023-10-18,72,154474576.87,Late,Low
L003106,C00579,BR004,Personal,304205051.32,14.25,2024-07-18,12,226835613.82,Late,Medium
L003107,C02234,BR031,Business,286903884.13,8.13,2021-02-15,60,165671696.83,Current,Low
L003108,C06097,BR011,Mortgage,964259671.86,9.22,2021-06-08,240,151547984.77,Current,High
L003109,C00909,BR019,Personal,88611102.28,11.57,2024-06-19,60,30841511.27,Current,Low
L003110,C04917,BR013,Personal,77551317.99,16.7,2021-02-16,24,13433654.37,Current,Low
L003111,C06713,BR045,Personal,261633505.5,12.67,2024-09-20,60,55884971.15,Current,Low
L003112,C05536,BR029,Personal,92834764.61,10.51,2023-12-20,12,60005244.87,Current,Low
L003113,C00590,BR023,Business,223059455.62,12.44,2024-12-13,24,95201901.66,Late,Medium
L003114,C06750,BR013,Personal,40419558.19,17.7,2024-10-22,12,10627779.34,Current,Medium
L003115,C08557,BR021,Auto,164158009.4,10.93,2023-11-12,72,76259961.72,Current,Low
L003116,C00733,BR013,Mortgage,2542621499.0,6.83,2025-12-21,300,1643054439.08,Late,High
L003117,C09035,BR048,Business,474029795.5,14.27,2020-04-28,12,325759202.46,Current,Low
L003118,C02295,BR038,Mortgage,455142685.28,7.05,2023-08-15,300,314657591.7,Late,Medium
L003119,C02294,BR038,Personal,239754457.31,12.72,2025-04-13,48,104816402.98,Current,Low
L003120,C08334,BR028,Personal,87673287.13,14.15,2022-10-28,48,10659491.47,Current,Low
L003121,C06318,BR034,Personal,150686579.44,12.34,2022-06-06,36,65264525.23,Current,Low
L003122,C00926,BR005,Business,1036242570.58,12.74,2024-10-21,36,310585473.06,Current,Medium
L003123,C07974,BR031,Business,5129034607.98,7.55,2022-06-17,60,2443613554.25,Late,Medium
L003124,C09163,BR019,Mortgage,2284151981.77,7.33,2020-08-14,180,1111940920.98,Late,High
L003125,C09724,BR009,Personal,107577189.99,17.89,2026-08-21,48,82657643.18,Late,Medium
L003126,C03451,BR015,Personal,119154713.91,13.15,2021-10-18,36,52851463.79,Late,High
L003127,C07042,BR004,Mortgage,316044363.62,8.78,2025-07-28,300,57620924.11,Current,Medium
L003128,C04675,BR047,Business,904897190.79,9.59,2024-10-02,36,215114139.97,Current,Low
L003129,C05554,BR028,Personal,146888967.4,17.77,2024-11-30,24,92274870.58,Current,Low
L003130,C08291,BR044,Mortgage,1586487863.12,8.69,2022-01-25,240,617156405.36,Current,Low
L003131,C08965,BR033,Mortgage,539482071.81,9.4,2026-07-03,240,281162069.89,Current,Low
L003132,C08341,BR001,Auto,249536936.89,12.22,2020-11-23,60,53227170.17,Current,Low
L003133,C04053,BR038,Business,291808038.84,11.93,2023-09-19,12,40997237.88,Current,Medium
L003134,C09352,BR005,Personal,735374048.56,15.77,2025-11-18,12,495602125.95,Current,Low
L003135,C06420,BR019,Mortgage,2119691179.77,9.07,2025-12-25,240,1103627275.14,Current,High
L003136,C04000,BR003,Personal,368314551.31,12.51,2025-10-29,24,171740509.0,Current,Low
L003137,C09984,BR037,Mortgage,2255326759.06,7.81,2026-04-25,120,1267054818.92,Late,Medium
L003138,C06185,BR035,Auto,281943239.74,10.9,2024-01-31,60,219276479.53,Late,High
L003139,C04736,BR004,Personal,317805103.08,12.85,2021-10-15,36,221033604.66,Current,Low
L003140,C02516,BR038,Personal,153537269.37,13.63,2023-01-27,24,109571850.94,Current,Low
L003141,C02273,BR049,Personal,344286485.99,15.07,2026-04-16,12,242417417.63,Current,Low
L003142,C01250,BR040,Business,690415054.11,14.87,2023-09-02,36,515307364.2,Current,Medium
L003143,C03732,BR022,Mortgage,333303362.57,8.28,2023-11-25,120,253503993.73,Current,Low
L003144,C00334,BR005,Personal,189625284.21,15.33,2025-09-08,24,91028206.43,Late,Medium
L003145,C00961,BR027,Personal,424600419.78,17.83,2024-03-26,24,102970946.53,Current,Low
L003146,C02743,BR037,Business,5452609123.06,11.8,2023-03-24,36,3086859791.8,Current,Low
L003147,C01664,BR038,Mortgage,363458665.47,8.26,2026-01-23,180,204784453.36,Late,Medium
L003148,C07527,BR023,Auto,154360648.72,9.02,2022-04-19,36,122481061.69,Current,Medium
L003149,C06996,BR030,Personal,94409743.78,11.04,2025-07-08,24,48978808.57,Current,Low
L003150,C00497,BR025,Business,734874697.04,10.32,2026-05-06,60,89422342.42,Current,Low
L003151,C03564,BR011,Mortgage,2700525181.84,8.39,2021-08-14,180,1923089254.3,Current,High
L003152,C01315,BR035,Business,394491455.36,12.47,2020-11-30,84,219691278.56,Current,Medium
L003153,C04423,BR021,Mortgage,875705458.76,8.36,2026-02-10,300,514642972.0,Late,High
L003154,C03633,BR028,Personal,87723668.48,14.37,2024-05-28,12,38761226.79,Current,Medium
L003155,C04909,BR005,Mortgage,357385976.1,7.93,2026-05-16,120,192991638.8,Current,Low
L003156,C00033,BR008,Auto,136179193.35,10.61,2026-08-15,36,61625047.1,Current,High
L003157,C04813,BR029,Mortgage,467750734.09,9.64,2025-12-06,240,60551436.19,Current,Low
L003158,C04640,BR044,Auto,646406076.85,8.38,2026-08-04,72,296940713.6,Current,Medium
L003159,C09625,BR042,Personal,350632667.73,14.32,2023-06-02,60,276431190.73,Current,Low
L003160,C08863,BR017,Auto,3198540024.63,11.99,2025-08-29,48,902554600.27,Current,Low
L003161,C07105,BR020,Personal,127573281.64,16.23,2023-04-04,36,59077046.36,Current,Medium
L003162,C02966,BR019,Personal,224351582.45,11.36,2022-08-15,12,105840310.7,Current,Medium
L003163,C09110,BR046,Personal,128052200.2,15.42,2024-07-12,48,85286052.59,Current,Low
L003164,C09244,BR049,Business,1504217133.74,10.75,2025-12-01,84,752867678.83,Current,Low
L003165,C00411,BR039,Personal,123212415.55,13.96,2026-03-25,12,85896287.29,Current,Medium
L003166,C08994,BR009,Auto,2162807089.53,7.75,2023-05-15,72,1131490246.08,Current,Low
L003167,C05546,BR028,Business,562537780.8,12.22,2025-02-24,24,476683428.53,Late,Medium
L003168,C09514,BR032,Personal,125185871.56,12.08,2021-05-26,12,84149761.26,Current,High
L003169,C08422,BR014,Mortgage,502086522.46,10.46,2020-06-11,120,294462626.86,Late,Medium
L003170,C00312,BR038,Mortgage,1042503453.67,8.2,2025-10-05,300,683865179.25,Late,High
L003171,C09193,BR035,Business,271800600.66,8.5,2025-09-10,84,165006212.88,Current,Low
L003172,C09935,BR034,Personal,174523559.97,10.57,2026-06-18,60,107592564.38,Current,Low
L003173,C09784,BR033,Personal,162006583.06,16.02,2025-02-18,36,59706990.56,Current,Low
L003174,C07124,BR006,Auto,446547234.57,11.46,2026-07-27,48,106650017.44,Current,Medium
L003175,C08606,BR047,Mortgage,5335200552.42,6.51,2026-07-23,180,1076461233.62,Current,Low
L003176,C09363,BR047,Personal,69252382.19,16.8,2025-11-25,48,8965258.76,Current,Low
L003177,C00571,BR042,Mortgage,1289076590.55,7.31,2024-03-27,240,993905958.99,Late,High
L003178,C02735,BR037,Business,2161159135.09,10.32,2023-06-14,36,1491890834.9,Default,High
L003179,C04828,BR041,Business,639406663.41,13.51,2025-10-04,24,262288440.26,Current,Medium
L003180,C08255,BR043,Personal,160989174.1,15.12,2025-07-06,60,90051629.82,Current,Low
L003181,C04738,BR005,Mortgage,467242845.69,9.47,2022-10-10,240,229552401.93,Late,High
L003182,C00048,BR035,Business,280857993.08,8.88,2024-06-03,12,220563822.75,Current,High
L003183,C08763,BR016,Auto,459797327.03,11.68,2024-05-22,36,321607884.58,Current,Low
L003184,C07573,BR003,Business,3178425804.85,10.6,2026-01-29,84,430065266.13,Current,Medium
L003185,C05742,BR030,Personal,1460513889.96,13.88,2026-06-20,48,935373232.01,Late,Low
L003186,C06555,BR012,Auto,167348429.63,7.61,2024-04-08,60,77691459.54,Late,Medium
L003187,C06563,BR035,Business,268002481.68,9.55,2021-01-23,60,220826552.19,Late,High
L003188,C08725,BR047,Business,750795631.44,13.93,2026-07-18,36,490498714.78,Late,High
L003189,C04104,BR008,Auto,63385439.49,8.03,2026-08-25,48,47402800.6,Current,Low
